model,depth,sentence,avg_surprisal,max_surprisal
DistilGPT-2,1,"The professor during the morning that The lawyer near the school blamed, is studying.",9.857515335083008,19.859437942504883
DistilGPT-2,4,The teacher near the school that The child from the village that The dog in the garden that The scientist near the school that The child in the library questioned ignored praised recognized is shouting.,8.364375114440918,21.338685989379883
DistilGPT-2,5,The player by the river that The professor from the city that The girl near the school that The scientist from the city that The professor that The boy with red shoes saw watched ignored scolded visited is singing.,7.855018615722656,18.45690155029297
DistilGPT-2,1,The child during the morning that The girl from the village recognized is shouting.,8.850707054138184,17.336503982543945
DistilGPT-2,1,The child from the city that The teacher from the village questioned is reading.,8.564697265625,17.336503982543945
DistilGPT-2,1,"The lawyer during the morning that The actor in the garden recognized, is dancing.",9.844010353088379,21.056833267211914
DistilGPT-2,1,The actor near the school that The cat during the morning saw runs fast angrily.,11.088811874389648,21.630226135253906
DistilGPT-2,4,"The player in the library that The farmer near the school that The singer from the city that The girl with great enthusiasm that The child with great enthusiasm scolded recognized visited scolded, is writing calmly.",8.622312545776367,18.988248825073242
DistilGPT-2,0,"The singer near the school, is walking.",9.742558479309082,21.453218460083008
DistilGPT-2,1,"The engineer in the library that The student in the library called, is laughing.",7.975297451019287,23.125879287719727
DistilGPT-2,2,The farmer from the city that The artist from the city that The manager near the school scolded blamed runs fast carefully.,9.697698593139648,23.29922103881836
DistilGPT-2,4,The writer with great enthusiasm that The artist with great enthusiasm that The nurse from the city that The writer from the village that The lawyer with red shoes visited watched helped encouraged is reading quickly.,8.874614715576172,22.740543365478516
DistilGPT-2,2,"The manager from the village that The writer during the morning that The farmer during the morning ignored admired, is resting.",9.817440032958984,26.280323028564453
DistilGPT-2,2,"The dog by the river that The engineer during the morning that The nurse near the school chased watched, is shouting slowly.",9.751321792602539,20.482786178588867
DistilGPT-2,5,"The lawyer from the city that The cat with great enthusiasm that The nurse during the morning that The writer in the garden that The cat that The farmer in the library encouraged liked ignored met helped, is sleeping calmly.",8.984272956848145,21.056833267211914
DistilGPT-2,1,The dog during the morning that The artist from the city ignored is sleeping.,9.30052661895752,20.482786178588867
DistilGPT-2,0,The manager from the village is laughing sadly.,9.04541015625,19.346506118774414
DistilGPT-2,4,The boy by the river that The singer near the school that The player by the river that The doctor in the garden that The scientist with red shoes blamed ignored questioned followed is sleeping.,8.642485618591309,19.440746307373047
DistilGPT-2,1,The student in the garden that The actor in the garden chased jumps high quickly.,9.574124336242676,18.237424850463867
DistilGPT-2,4,The boy that The actor in the library that The professor with great enthusiasm that The lawyer from the village that The doctor with great enthusiasm visited supported encouraged saw is resting slowly.,9.150693893432617,19.440746307373047
DistilGPT-2,2,"The student from the city that The writer near the school that The doctor in the garden saw saw, is barking angrily.",8.457094192504883,18.237424850463867
DistilGPT-2,4,"The artist with great enthusiasm that The teacher from the village that The girl from the city that The boy by the river that The boy in the library recognized ignored scolded praised, is shouting carefully.",8.43266773223877,21.28238868713379
DistilGPT-2,2,The professor in the garden that The farmer during the morning that The player with great enthusiasm liked watched is laughing.,9.516410827636719,19.859437942504883
DistilGPT-2,1,The girl with great enthusiasm that The singer from the city supported is studying.,9.691637992858887,19.557706832885742
DistilGPT-2,0,The scientist runs fast.,12.408360481262207,22.040712356567383
DistilGPT-2,0,The teacher with great enthusiasm is barking eagerly.,10.54174518585205,21.338685989379883
DistilGPT-2,0,"The child, runs fast silently.",11.388895988464355,17.336503982543945
DistilGPT-2,0,The boy with red shoes is sleeping.,8.6403169631958,19.440746307373047
DistilGPT-2,1,"The cat in the garden that The farmer by the river ignored, is reading happily.",9.021373748779297,19.408138275146484
DistilGPT-2,5,The farmer from the city that The dog with great enthusiasm that The singer from the village that The dog in the garden that The nurse from the village that The dog near the school admired saw recognized blamed followed is laughing proudly.,8.197610855102539,23.78670883178711
DistilGPT-2,3,"The artist from the city that The artist near the school that The cat in the garden that The girl with great enthusiasm recognized ignored praised, is barking proudly.",9.234332084655762,20.591819763183594
DistilGPT-2,2,The manager with great enthusiasm that The singer in the garden that The dog from the city called met is resting.,9.734657287597656,19.346506118774414
DistilGPT-2,2,"The teacher from the city that The lawyer in the garden that The teacher in the garden scolded supported, is smiling angrily.",8.284369468688965,21.338685989379883
DistilGPT-2,1,"The engineer with great enthusiasm that The girl from the city called, is laughing.",8.929641723632812,23.125879287719727
DistilGPT-2,0,The singer near the school is laughing.,9.963950157165527,21.453218460083008
DistilGPT-2,4,The singer with red shoes that The artist in the library that The player with red shoes that The singer in the garden that The boy during the morning saw admired met liked is studying.,8.477753639221191,21.453218460083008
DistilGPT-2,1,The dog with red shoes that The engineer during the morning called is writing proudly.,10.617029190063477,20.482786178588867
DistilGPT-2,5,The girl near the school that The boy with great enthusiasm that The doctor from the city that The farmer that The boy by the river that The boy during the morning helped scolded ignored supported liked is shouting sadly.,8.639891624450684,19.714336395263672
DistilGPT-2,1,The professor in the garden that The player with great enthusiasm questioned jumps high.,11.361618995666504,19.859437942504883
DistilGPT-2,2,The dog in the garden that The child from the city that The scientist from the village encouraged called is working happily.,8.605141639709473,20.482786178588867
DistilGPT-2,4,The artist in the library that The professor with great enthusiasm that The cat by the river that The boy in the garden that The lawyer with great enthusiasm helped scolded praised visited is reading.,8.642516136169434,20.591819763183594
DistilGPT-2,2,"The scientist from the city that The child from the village that The scientist from the village scolded scolded, is barking.",8.197558403015137,22.040712356567383
DistilGPT-2,2,The girl during the morning that The dog from the city that The teacher from the city praised called is laughing sadly.,8.339101791381836,19.557706832885742
DistilGPT-2,0,The dog in the garden is writing angrily.,8.834412574768066,20.482786178588867
DistilGPT-2,2,"The farmer by the river that The writer that The dog in the library praised chased, is dancing.",9.901230812072754,23.29922103881836
DistilGPT-2,3,The boy by the river that The actor near the school that The actor that The student recognized chased supported is dancing.,10.249938011169434,19.440746307373047
DistilGPT-2,1,"The engineer in the garden that The lawyer by the river met, is shouting.",9.555712699890137,23.125879287719727
DistilGPT-2,0,"The scientist, is working carefully.",10.152196884155273,22.040712356567383
DistilGPT-2,1,"The actor in the library that The artist with red shoes liked, is resting.",10.196683883666992,21.630226135253906
DistilGPT-2,0,"The girl during the morning, jumps high sadly.",10.289552688598633,20.68581771850586
DistilGPT-2,5,The player in the garden that The professor with red shoes that The doctor with red shoes that The scientist with red shoes that The manager that The cat with great enthusiasm encouraged questioned helped encouraged helped is working carefully.,7.957581520080566,18.317241668701172
DistilGPT-2,1,The manager with red shoes that The doctor praised is sleeping.,11.48995590209961,19.346506118774414
DistilGPT-2,5,The student in the garden that The professor from the city that The artist from the village that The student from the village that The actor from the city that The lawyer from the village blamed called questioned called visited is writing.,6.806008338928223,23.243885040283203
DistilGPT-2,3,"The professor in the garden that The artist in the garden that The girl that The boy in the library ignored scolded met, is sleeping quickly.",8.144038200378418,19.859437942504883
DistilGPT-2,5,The professor with red shoes that The dog from the village that The professor with red shoes that The dog in the garden that The teacher during the morning that The doctor saw saw watched called ignored is sleeping slowly.,8.19566535949707,20.670978546142578
DistilGPT-2,0,"The singer with red shoes, is sleeping eagerly.",10.098563194274902,21.453218460083008
DistilGPT-2,5,The teacher during the morning that The scientist from the city that The professor with red shoes that The manager with red shoes that The farmer in the library that The professor with great enthusiasm followed helped saw ignored saw is walking slowly.,8.355128288269043,21.338685989379883
DistilGPT-2,2,The child near the school that The farmer during the morning that The cat in the library chased supported is reading.,9.253336906433105,19.033214569091797
DistilGPT-2,0,The engineer with great enthusiasm is studying.,10.009599685668945,23.125879287719727
DistilGPT-2,2,The professor during the morning that The scientist by the river that The professor during the morning helped blamed is shouting eagerly.,10.323835372924805,22.078571319580078
DistilGPT-2,1,"The farmer from the village that The writer from the village helped, is barking.",8.611705780029297,23.29922103881836
DistilGPT-2,1,The nurse during the morning that The professor during the morning blamed is shouting.,10.385409355163574,23.569700241088867
DistilGPT-2,1,"The girl in the garden that The scientist with red shoes met, is walking silently.",8.799723625183105,19.557706832885742
DistilGPT-2,0,The student in the garden is working sadly.,8.607223510742188,18.237424850463867
DistilGPT-2,3,"The boy during the morning that The writer from the village that The lawyer in the library that The engineer with red shoes praised recognized scolded, is writing.",9.288199424743652,19.440746307373047
DistilGPT-2,2,The lawyer by the river that The teacher in the library that The doctor from the village admired chased is sleeping angrily.,9.848162651062012,21.056833267211914
DistilGPT-2,3,"The farmer with great enthusiasm that The scientist that The actor during the morning that The player by the river encouraged liked recognized, is writing.",10.112967491149902,23.29922103881836
DistilGPT-2,0,"The lawyer in the garden, is dancing.",9.153282165527344,21.056833267211914
DistilGPT-2,4,The cat in the library that The boy in the garden that The artist that The writer in the library that The player in the library liked scolded ignored praised is working proudly.,7.800240993499756,19.408138275146484
DistilGPT-2,0,The actor in the garden is studying carefully.,9.707099914550781,21.630226135253906
DistilGPT-2,1,"The scientist near the school that The artist with great enthusiasm visited, jumps high silently.",10.325000762939453,22.040712356567383
DistilGPT-2,2,"The artist with red shoes that The girl that The teacher from the village visited admired, is writing proudly.",9.55998420715332,20.591819763183594
DistilGPT-2,1,The student with red shoes that The professor with great enthusiasm watched is resting.,10.381852149963379,18.237424850463867
DistilGPT-2,5,"The writer that The child near the school that The manager near the school that The lawyer in the garden that The dog with red shoes that The teacher from the village liked recognized chased admired ignored, jumps high.",9.083023071289062,24.606313705444336
DistilGPT-2,0,The professor with red shoes is smiling calmly.,10.66474437713623,19.859437942504883
DistilGPT-2,3,The artist by the river that The actor during the morning that The boy with red shoes that The girl in the library praised called praised runs fast.,9.44933032989502,20.591819763183594
DistilGPT-2,1,"The artist by the river that The nurse with great enthusiasm supported, is laughing.",9.699804306030273,21.855791091918945
DistilGPT-2,4,The engineer from the village that The cat that The artist from the city that The singer in the garden that The professor in the library chased supported followed questioned runs fast.,9.120268821716309,23.125879287719727
DistilGPT-2,5,"The cat in the library that The writer with red shoes that The writer by the river that The artist with great enthusiasm that The scientist from the city that The player with red shoes recognized helped encouraged supported encouraged, is walking sadly.",8.348128318786621,19.45973777770996
DistilGPT-2,1,"The manager in the garden that The student encouraged, is resting calmly.",10.11617374420166,19.346506118774414
DistilGPT-2,1,"The boy with red shoes that The farmer with red shoes supported, is working.",8.893380165100098,19.440746307373047
DistilGPT-2,5,The actor that The teacher with great enthusiasm that The engineer in the library that The singer with red shoes that The professor that The professor in the library watched scolded supported followed met is laughing.,9.285808563232422,22.935678482055664
DistilGPT-2,2,"The manager with red shoes that The player from the city that The child with great enthusiasm followed followed, is dancing calmly.",9.883307456970215,19.346506118774414
DistilGPT-2,2,"The writer during the morning that The teacher from the city that The manager with great enthusiasm followed supported, is smiling happily.",9.524364471435547,19.893329620361328
DistilGPT-2,1,The lawyer during the morning that The student with great enthusiasm ignored is sleeping happily.,10.645773887634277,21.056833267211914
DistilGPT-2,4,"The scientist near the school that The dog that The professor by the river that The manager in the library that The lawyer from the city encouraged blamed met called, is studying.",9.277470588684082,22.040712356567383
DistilGPT-2,5,"The student in the library that The professor from the city that The artist with great enthusiasm that The writer in the library that The doctor from the city that The writer with red shoes met supported saw ignored called, is sleeping.",7.758446216583252,22.82633399963379
DistilGPT-2,1,"The student from the village that The teacher in the library questioned, is reading quickly.",8.606453895568848,18.237424850463867
DistilGPT-2,2,The artist from the city that The actor from the village that The cat with red shoes blamed chased runs fast proudly.,10.201071739196777,22.33243751525879
DistilGPT-2,0,The student in the garden runs fast happily.,10.111506462097168,18.237424850463867
DistilGPT-2,4,The professor by the river that The nurse with red shoes that The farmer with great enthusiasm that The doctor near the school that The scientist from the city saw blamed helped chased runs fast.,9.681015014648438,21.293149948120117
DistilGPT-2,2,The scientist near the school that The professor during the morning that The manager with red shoes called ignored is laughing quickly.,9.87094497680664,22.040712356567383
DistilGPT-2,0,The dog during the morning is shouting.,10.065152168273926,20.482786178588867
DistilGPT-2,0,The player with great enthusiasm is dancing happily.,9.78698444366455,17.7751522064209
DistilGPT-2,0,The farmer by the river is working.,8.890236854553223,23.29922103881836
DistilGPT-2,1,"The lawyer in the library that The player during the morning met, is dancing.",9.974294662475586,21.056833267211914
DistilGPT-2,4,"The actor in the library that The nurse that The actor near the school that The teacher in the garden that The cat from the village questioned followed recognized supported, is sleeping.",9.095239639282227,22.554237365722656
DistilGPT-2,2,"The manager during the morning that The player with great enthusiasm that The professor from the village met visited, is singing calmly.",9.629035949707031,19.346506118774414
DistilGPT-2,4,"The writer from the village that The manager by the river that The engineer in the library that The lawyer from the village that The professor near the school visited recognized chased encouraged, jumps high.",8.706332206726074,22.88274574279785
DistilGPT-2,0,The student by the river runs fast silently.,10.67488956451416,18.237424850463867
DistilGPT-2,1,The student in the library that The boy from the city called is barking carefully.,9.310333251953125,18.237424850463867
DistilGPT-2,1,"The student from the city that The artist with great enthusiasm called, is reading carefully.",8.998910903930664,18.237424850463867
DistilGPT-2,1,"The teacher from the city that The singer in the garden watched, is walking happily.",9.326086044311523,21.338685989379883
DistilGPT-2,1,The singer from the village that The farmer in the library followed jumps high proudly.,11.552857398986816,21.453218460083008
DistilGPT-2,3,The student with great enthusiasm that The doctor from the village that The artist in the garden that The dog from the city visited helped scolded is laughing sadly.,8.580643653869629,18.339237213134766
DistilGPT-2,5,The boy with red shoes that The actor from the city that The cat that The nurse in the garden that The farmer that The girl with red shoes saw scolded liked chased praised is writing.,8.877768516540527,21.020666122436523
DistilGPT-2,0,The nurse by the river is dancing.,9.651446342468262,23.569700241088867
DistilGPT-2,1,"The dog during the morning that The player in the library met, is working.",9.227837562561035,20.482786178588867
DistilGPT-2,3,The manager by the river that The dog from the village that The cat by the river that The professor with great enthusiasm supported followed met is sleeping.,8.94312572479248,22.406723022460938
DistilGPT-2,4,"The professor in the library that The nurse from the village that The student with great enthusiasm that The player that The doctor with red shoes saw praised met blamed, is barking.",9.67714786529541,22.426538467407227
DistilGPT-2,3,"The actor that The writer by the river that The child in the garden that The boy chased supported blamed, is studying happily.",10.145796775817871,21.630226135253906
DistilGPT-2,0,"The singer from the city, is smiling.",8.810585975646973,21.453218460083008
DistilGPT-2,3,"The farmer with great enthusiasm that The scientist from the village that The actor that The scientist with red shoes recognized chased saw, is singing.",9.852893829345703,23.29922103881836
DistilGPT-2,4,"The teacher from the city that The girl with great enthusiasm that The manager during the morning that The manager by the river that The cat in the library met questioned supported admired, is laughing calmly.",8.913797378540039,22.542438507080078
DistilGPT-2,1,"The singer with red shoes that The engineer by the river questioned, is sleeping angrily.",10.748259544372559,21.453218460083008
DistilGPT-2,4,"The lawyer near the school that The child with red shoes that The doctor with great enthusiasm that The engineer with great enthusiasm that The artist during the morning questioned chased watched supported, jumps high.",9.408517837524414,21.069217681884766
DistilGPT-2,1,The student in the garden that The teacher helped is studying.,9.29051399230957,18.237424850463867
DistilGPT-2,1,"The professor in the library that The actor near the school called, is shouting carefully.",10.045892715454102,19.859437942504883
DistilGPT-2,3,"The teacher by the river that The lawyer in the library that The student during the morning that The farmer during the morning met watched called, is sleeping angrily.",8.843993186950684,21.338685989379883
DistilGPT-2,0,The farmer is walking quickly.,10.782559394836426,23.29922103881836
DistilGPT-2,2,The lawyer in the library that The manager that The teacher during the morning chased admired is sleeping.,10.584299087524414,21.837970733642578
DistilGPT-2,0,The manager from the city is studying silently.,9.681636810302734,20.7938232421875
DistilGPT-2,5,The engineer with great enthusiasm that The artist during the morning that The engineer during the morning that The manager from the city that The boy that The writer from the city ignored praised recognized scolded admired jumps high.,8.655948638916016,23.125879287719727
DistilGPT-2,2,"The scientist during the morning that The teacher with red shoes that The child in the garden watched recognized, is singing.",9.325414657592773,22.040712356567383
DistilGPT-2,2,The nurse from the city that The girl from the village that The dog with red shoes watched blamed is reading calmly.,9.405854225158691,23.569700241088867
DistilGPT-2,1,The boy in the library that The writer during the morning visited is shouting sadly.,9.466638565063477,19.440746307373047
DistilGPT-2,2,"The artist from the city that The manager in the garden that The student in the garden blamed saw, is dancing proudly.",8.878396034240723,20.591819763183594
DistilGPT-2,5,"The engineer from the city that The manager from the city that The boy from the village that The actor near the school that The player in the library that The farmer in the library encouraged admired blamed encouraged watched, is reading.",7.8538031578063965,23.125879287719727
DistilGPT-2,3,"The dog by the river that The professor during the morning that The dog with great enthusiasm that The professor with great enthusiasm liked saw encouraged, is walking happily.",8.583548545837402,20.482786178588867
DistilGPT-2,2,The actor by the river that The cat from the village that The scientist during the morning supported watched is writing.,9.88335132598877,21.630226135253906
DistilGPT-2,3,The girl near the school that The boy with great enthusiasm that The player from the city that The nurse during the morning chased ignored watched is writing.,9.276244163513184,19.557706832885742
DistilGPT-2,2,The lawyer during the morning that The writer in the garden that The dog from the city encouraged blamed is barking carefully.,10.050301551818848,21.056833267211914
DistilGPT-2,3,The professor from the city that The singer with great enthusiasm that The cat from the city that The teacher ignored saw visited is resting happily.,10.43410587310791,21.748254776000977
DistilGPT-2,2,The writer from the city that The girl near the school that The dog with red shoes watched ignored is sleeping.,9.13951301574707,18.795269012451172
DistilGPT-2,2,"The teacher in the garden that The engineer from the city that The student in the garden encouraged helped, jumps high.",8.495652198791504,21.338685989379883
DistilGPT-2,3,The singer in the library that The professor with great enthusiasm that The scientist by the river that The professor with red shoes followed helped saw is working sadly.,9.884511947631836,21.453218460083008
DistilGPT-2,1,The manager from the village that The lawyer by the river scolded is dancing carefully.,9.83199691772461,19.346506118774414
DistilGPT-2,3,The singer from the village that The scientist with red shoes that The singer in the library that The student in the library called admired questioned is resting slowly.,9.168184280395508,21.61626625061035
DistilGPT-2,3,"The scientist near the school that The boy in the garden that The cat with red shoes that The manager by the river met visited met, is shouting eagerly.",9.686993598937988,22.040712356567383
DistilGPT-2,4,The dog near the school that The scientist with red shoes that The nurse from the city that The farmer from the village that The nurse near the school called scolded ignored visited is barking carefully.,8.797574043273926,21.236175537109375
DistilGPT-2,3,"The manager from the city that The scientist from the city that The professor from the city that The scientist in the garden followed saw blamed, is walking.",7.861049175262451,25.84406089782715
DistilGPT-2,1,The boy that The player with red shoes watched is sleeping.,10.009078025817871,19.440746307373047
DistilGPT-2,0,"The doctor by the river, is sleeping angrily.",9.48350715637207,21.183616638183594
DistilGPT-2,0,The singer by the river is studying.,10.349583625793457,21.453218460083008
DistilGPT-2,5,The student with great enthusiasm that The child in the library that The dog with red shoes that The player in the library that The girl from the city that The singer in the garden questioned watched helped helped admired is walking silently.,8.487017631530762,23.482860565185547
DistilGPT-2,2,"The student near the school that The engineer near the school that The professor near the school met ignored, is reading angrily.",8.372257232666016,23.58660125732422
DistilGPT-2,5,"The farmer during the morning that The teacher with red shoes that The lawyer by the river that The writer during the morning that The artist in the garden that The girl with red shoes saw liked admired liked visited, is writing quickly.",7.669067859649658,23.29922103881836
DistilGPT-2,5,The student with great enthusiasm that The writer from the city that The boy in the garden that The boy by the river that The manager from the village that The girl during the morning recognized called helped blamed helped is singing.,8.220138549804688,24.40667152404785
DistilGPT-2,0,"The child, jumps high silently.",11.432709693908691,18.27477264404297
DistilGPT-2,1,"The professor near the school that The engineer by the river praised, is laughing calmly.",10.147555351257324,22.537710189819336
DistilGPT-2,5,"The doctor with red shoes that The farmer near the school that The writer that The teacher in the library that The cat with great enthusiasm that The professor by the river liked blamed followed helped met, is laughing quickly.",9.709660530090332,21.183616638183594
DistilGPT-2,4,The manager from the village that The lawyer from the city that The boy during the morning that The doctor by the river that The artist during the morning helped saw supported recognized runs fast sadly.,8.779050827026367,19.6665096282959
DistilGPT-2,0,"The dog with red shoes, is working eagerly.",9.53592300415039,20.482786178588867
DistilGPT-2,4,The professor during the morning that The teacher during the morning that The player by the river that The player from the city that The lawyer by the river helped called encouraged called runs fast.,8.2791166305542,20.52177619934082
DistilGPT-2,2,The engineer by the river that The nurse from the village that The farmer met saw is laughing.,9.315741539001465,23.125879287719727
DistilGPT-2,3,The player from the city that The child with great enthusiasm that The boy by the river that The actor from the city helped blamed questioned is walking.,9.06179428100586,23.045148849487305
DistilGPT-2,4,The manager in the garden that The dog that The doctor with great enthusiasm that The singer near the school that The actor by the river liked saw ignored recognized runs fast proudly.,10.185040473937988,22.11079978942871
DistilGPT-2,2,The cat from the city that The lawyer during the morning that The boy liked saw is walking angrily.,9.411677360534668,19.408138275146484
DistilGPT-2,1,The player that The artist during the morning liked is singing.,10.543485641479492,17.7751522064209
DistilGPT-2,1,"The student with red shoes that The boy in the library encouraged, is reading carefully.",9.140839576721191,18.237424850463867
DistilGPT-2,4,"The player that The doctor with great enthusiasm that The child by the river that The engineer from the city that The cat by the river watched visited saw ignored, jumps high.",8.815074920654297,19.445056915283203
DistilGPT-2,0,The dog with red shoes is writing.,10.283270835876465,20.482786178588867
DistilGPT-2,0,The farmer from the village is smiling sadly.,8.39201831817627,23.29922103881836
DistilGPT-2,1,The teacher in the library that The singer from the village visited is shouting.,9.492016792297363,21.338685989379883
DistilGPT-2,0,The doctor in the garden is working.,8.062850952148438,21.183616638183594
DistilGPT-2,0,The teacher by the river is walking.,9.493346214294434,21.338685989379883
DistilGPT-2,4,The lawyer in the garden that The girl near the school that The teacher from the village that The scientist from the city that The artist blamed saw called liked runs fast calmly.,8.906826972961426,21.056833267211914
DistilGPT-2,2,The manager from the village that The nurse near the school that The boy from the village admired praised jumps high proudly.,9.921772003173828,21.304750442504883
DistilGPT-2,0,"The cat in the garden, is singing sadly.",7.945281982421875,19.408138275146484
DistilGPT-2,2,The dog by the river that The cat from the village that The child admired saw is studying.,9.0935640335083,20.482786178588867
DistilGPT-2,3,The player from the village that The nurse during the morning that The lawyer with red shoes that The writer with great enthusiasm supported blamed supported runs fast.,10.132543563842773,21.295730590820312
DistilGPT-2,0,"The boy by the river, is shouting.",8.276740074157715,19.440746307373047
DistilGPT-2,4,The professor with red shoes that The artist with red shoes that The doctor near the school that The nurse with great enthusiasm that The dog from the village scolded questioned watched praised is smiling.,9.491866111755371,23.5282039642334
DistilGPT-2,3,"The scientist that The student from the village that The scientist during the morning that The engineer from the village watched scolded admired, is studying silently.",9.080440521240234,22.040712356567383
DistilGPT-2,0,The student near the school is walking happily.,9.010249137878418,18.237424850463867
DistilGPT-2,2,"The scientist with red shoes that The doctor during the morning that The player near the school chased followed, is working.",9.97243881225586,22.040712356567383
DistilGPT-2,4,"The boy during the morning that The professor with great enthusiasm that The boy near the school that The singer by the river that The girl scolded saw admired watched, is walking.",8.947091102600098,20.09581756591797
DistilGPT-2,0,"The player with great enthusiasm, is writing silently.",9.589211463928223,17.7751522064209
DistilGPT-2,0,"The manager from the city, is resting carefully.",9.025626182556152,19.346506118774414
DistilGPT-2,1,The nurse from the village that The professor during the morning supported is shouting.,10.043375015258789,23.569700241088867
DistilGPT-2,2,The lawyer in the garden that The doctor from the village that The engineer from the city praised scolded is walking.,9.00814437866211,21.056833267211914
DistilGPT-2,2,"The artist from the city that The cat by the river that The actor with red shoes questioned admired, is writing silently.",9.885222434997559,20.591819763183594
DistilGPT-2,0,The professor with red shoes is laughing quickly.,11.038073539733887,19.859437942504883
DistilGPT-2,0,"The singer, runs fast.",11.632506370544434,21.453218460083008
DistilGPT-2,0,"The professor from the city, runs fast angrily.",10.969125747680664,22.879058837890625
DistilGPT-2,4,The nurse with red shoes that The child in the library that The doctor by the river that The nurse in the garden that The professor near the school recognized ignored followed met is resting proudly.,8.855152130126953,23.569700241088867
DistilGPT-2,0,The teacher in the library is singing angrily.,9.037723541259766,21.338685989379883
DistilGPT-2,4,The engineer from the village that The boy in the library that The manager in the library that The dog in the garden that The singer from the village watched called liked helped is resting.,8.036454200744629,23.125879287719727
DistilGPT-2,0,"The scientist near the school, is shouting happily.",10.078439712524414,22.040712356567383
DistilGPT-2,1,"The scientist in the garden that The farmer from the village questioned, runs fast.",9.168267250061035,22.040712356567383
DistilGPT-2,1,The child during the morning that The doctor with great enthusiasm blamed is shouting.,9.947972297668457,17.336503982543945
DistilGPT-2,2,The student in the garden that The player from the city that The boy chased scolded jumps high.,9.756543159484863,18.237424850463867
DistilGPT-2,1,"The actor in the garden that The child near the school visited, is working.",9.691770553588867,21.630226135253906
DistilGPT-2,3,The cat from the city that The cat during the morning that The writer with great enthusiasm that The lawyer from the city praised recognized scolded is smiling.,8.938947677612305,19.408138275146484
DistilGPT-2,0,The singer with great enthusiasm is sleeping.,10.121469497680664,21.453218460083008
DistilGPT-2,4,"The cat with great enthusiasm that The student during the morning that The teacher near the school that The doctor with red shoes that The manager from the village supported admired supported blamed, is singing.",9.130083084106445,19.408138275146484
DistilGPT-2,0,"The engineer with great enthusiasm, is working.",8.971224784851074,23.125879287719727
DistilGPT-2,0,"The student in the library, jumps high.",9.058725357055664,18.237424850463867
DistilGPT-2,0,"The writer with great enthusiasm, is studying calmly.",9.77906322479248,19.787961959838867
DistilGPT-2,4,"The player that The professor near the school that The manager during the morning that The player with red shoes that The manager ignored met liked ignored, is shouting carefully.",9.427724838256836,18.35934829711914
DistilGPT-2,1,The farmer from the city that The singer in the garden helped runs fast quickly.,10.52320384979248,23.29922103881836
DistilGPT-2,2,"The actor during the morning that The teacher with great enthusiasm that The nurse during the morning saw scolded, is smiling quickly.",9.427504539489746,22.992202758789062
DistilGPT-2,1,The farmer that The child in the library saw is reading.,9.658300399780273,23.29922103881836
DistilGPT-2,3,The farmer by the river that The scientist during the morning that The engineer that The writer in the library supported praised questioned is smiling carefully.,9.502721786499023,23.29922103881836
DistilGPT-2,5,"The teacher in the garden that The writer near the school that The actor near the school that The girl by the river that The student by the river that The girl near the school encouraged saw admired called supported, is singing.",7.437717914581299,26.383577346801758
DistilGPT-2,2,The dog that The boy near the school that The player blamed liked is working.,10.202436447143555,20.482786178588867
DistilGPT-2,4,The artist that The professor by the river that The singer with red shoes that The lawyer with red shoes that The doctor in the library liked praised helped encouraged is resting proudly.,9.274490356445312,20.591819763183594
DistilGPT-2,1,"The cat with red shoes that The manager near the school ignored, is walking.",9.787724494934082,19.408138275146484
DistilGPT-2,1,The professor with great enthusiasm that The actor with great enthusiasm called is working carefully.,9.719010353088379,19.859437942504883
DistilGPT-2,0,The singer by the river is dancing sadly.,10.236635208129883,21.453218460083008
DistilGPT-2,1,The cat during the morning that The farmer admired is studying.,10.861557006835938,19.408138275146484
DistilGPT-2,2,The dog in the library that The nurse that The manager with red shoes visited ignored is working sadly.,10.401593208312988,20.482786178588867
DistilGPT-2,5,The student near the school that The cat with red shoes that The farmer in the library that The girl near the school that The boy with great enthusiasm that The child in the garden encouraged watched helped liked visited is working sadly.,8.584453582763672,20.54002571105957
DistilGPT-2,0,The actor near the school is dancing calmly.,10.773508071899414,21.630226135253906
DistilGPT-2,3,The child during the morning that The actor from the village that The girl by the river that The professor in the garden admired recognized helped is shouting.,9.115762710571289,17.336503982543945
DistilGPT-2,1,The student from the city that The dog near the school called is barking eagerly.,9.318949699401855,18.237424850463867
DistilGPT-2,2,"The singer that The singer in the garden that The lawyer in the library helped visited, is sleeping eagerly.",9.600083351135254,21.453218460083008
DistilGPT-2,1,"The singer with great enthusiasm that The actor with red shoes questioned, is writing.",10.845903396606445,21.453218460083008
DistilGPT-2,0,The child by the river runs fast angrily.,10.179224014282227,18.972152709960938
DistilGPT-2,5,"The child from the city that The student near the school that The boy in the library that The singer by the river that The boy from the village that The writer liked met helped ignored praised, is singing.",8.105535507202148,21.084712982177734
DistilGPT-2,2,"The girl with great enthusiasm that The student during the morning that The professor near the school supported blamed, is studying.",9.312531471252441,19.557706832885742
DistilGPT-2,3,The doctor that The lawyer during the morning that The doctor that The actor in the garden saw scolded admired is sleeping.,9.180364608764648,21.183616638183594
DistilGPT-2,1,The nurse from the city that The scientist near the school scolded is sleeping.,9.549263954162598,23.569700241088867
DistilGPT-2,5,The writer near the school that The lawyer with great enthusiasm that The teacher near the school that The doctor near the school that The actor in the library that The manager from the city saw questioned helped encouraged scolded is barking happily.,8.188751220703125,20.057222366333008
DistilGPT-2,2,The doctor in the garden that The professor with red shoes that The child by the river supported followed is studying.,9.935365676879883,21.183616638183594
