sentence,depth
"The scientist that The farmer by the river that The lawyer that The artist with red shoes that The writer by the river that The boy from the village praised liked followed recognized saw, is resting slowly.",5
The professor during the morning that The teacher in the library that The boy near the school that The lawyer encouraged followed ignored is reading.,3
The manager with great enthusiasm is sleeping.,0
"The scientist from the city that The artist in the library that The artist from the city that The manager during the morning that The scientist in the library followed blamed saw scolded, is sleeping.",4
The singer in the garden is resting.,0
"The boy by the river that The farmer by the river that The actor from the city chased admired, is singing.",2
The singer with great enthusiasm is resting.,0
The manager in the library that The farmer in the library ignored is walking.,1
The doctor that The cat with red shoes that The writer that The boy from the village praised encouraged admired is barking sadly.,3
The artist in the garden that The teacher in the library that The professor questioned praised is sleeping.,2
The writer from the village that The scientist with great enthusiasm that The boy that The singer near the school that The student in the library saw praised recognized supported is resting proudly.,4
"The engineer in the garden that The scientist from the village that The cat in the library called watched, jumps high carefully.",2
The lawyer from the village that The nurse from the city supported jumps high.,1
"The dog with red shoes that The farmer with great enthusiasm that The lawyer from the village that The lawyer from the village that The nurse with red shoes scolded recognized met chased, is walking.",4
The doctor from the city that The actor by the river that The girl by the river visited watched is dancing.,2
The student from the city that The nurse from the city that The girl in the library questioned recognized is sleeping.,2
"The cat with great enthusiasm that The actor with red shoes that The dog by the river that The manager with great enthusiasm that The dog by the river helped admired encouraged saw, is dancing happily.",4
The manager with great enthusiasm that The child in the garden that The girl in the garden visited saw is singing proudly.,2
"The girl from the village, is singing calmly.",0
The child in the library that The lawyer with red shoes that The professor in the library encouraged blamed is sleeping calmly.,2
"The boy with red shoes that The singer from the village that The nurse during the morning praised saw, is working.",2
"The scientist with red shoes that The singer with great enthusiasm supported, is barking silently.",1
The student with red shoes that The writer with red shoes that The lawyer from the village recognized ignored is studying sadly.,2
"The doctor near the school that The boy by the river that The professor with red shoes that The actor from the village that The doctor by the river visited admired blamed liked, is walking.",4
"The engineer from the city that The cat during the morning ignored, is resting.",1
The farmer by the river that The child from the city that The girl in the library that The girl that The doctor in the library that The boy with great enthusiasm helped chased saw called scolded jumps high silently.,5
"The student that The child in the garden that The student in the garden praised scolded, is singing eagerly.",2
The singer is smiling carefully.,0
The child that The scientist in the garden that The lawyer in the garden that The manager near the school that The lawyer during the morning blamed liked called helped is laughing.,4
The dog from the city that The doctor during the morning helped is walking carefully.,1
The dog in the library that The nurse during the morning that The dog with red shoes encouraged helped is resting silently.,2
"The artist from the city that The professor during the morning that The player from the village that The engineer by the river saw helped called, is resting proudly.",3
"The manager with red shoes that The professor by the river that The teacher from the city saw ignored, is studying calmly.",2
"The farmer in the library that The writer near the school followed, jumps high.",1
"The player from the city that The doctor during the morning that The nurse that The student with great enthusiasm that The student in the garden blamed blamed chased met, is laughing carefully.",4
The player from the village that The player near the school met is walking.,1
"The artist with red shoes that The teacher during the morning that The lawyer by the river ignored questioned, is dancing.",2
"The lawyer from the city, is studying.",0
The nurse in the garden that The writer from the village that The lawyer near the school that The teacher in the library chased liked watched is laughing silently.,3
"The cat with great enthusiasm, jumps high happily.",0
"The engineer during the morning that The player from the village that The writer near the school that The dog with red shoes that The nurse with red shoes that The artist with great enthusiasm recognized admired admired scolded chased, is dancing.",5
"The scientist from the city that The doctor from the village visited, is walking.",1
"The girl by the river that The actor near the school that The dog from the village that The scientist from the village saw questioned helped, is writing proudly.",3
"The professor from the city that The singer admired, is dancing sadly.",1
The student near the school that The nurse with red shoes that The teacher in the library that The student near the school that The cat in the garden that The artist saw followed met praised visited runs fast.,5
"The professor near the school that The engineer by the river praised, is laughing calmly.",1
The boy is smiling slowly.,0
"The child that The manager from the village liked, is walking.",1
The professor with red shoes is laughing quickly.,0
The player in the garden that The writer in the garden that The boy near the school met admired is laughing eagerly.,2
"The doctor near the school that The engineer by the river that The actor questioned encouraged, is walking.",2
The cat that The singer with great enthusiasm that The engineer scolded watched jumps high quickly.,2
"The student in the library that The girl that The girl from the city that The doctor in the library that The cat from the city that The teacher near the school chased ignored called called followed, is studying.",5
The lawyer with great enthusiasm that The cat with red shoes that The scientist with red shoes that The engineer that The doctor from the city liked saw praised supported is resting.,4
The child by the river that The engineer that The child by the river that The actor in the library praised recognized visited is resting.,3
"The student in the library that The engineer from the village called, is walking.",1
"The teacher with red shoes that The boy in the library that The actor during the morning that The writer near the school questioned recognized ignored, is writing.",3
"The lawyer that The scientist by the river that The student from the city that The girl in the library that The writer by the river that The dog with red shoes watched questioned visited ignored called, is shouting.",5
"The child that The nurse with great enthusiasm that The engineer by the river that The engineer from the city that The child with great enthusiasm that The scientist from the city scolded chased chased ignored praised, is writing angrily.",5
"The professor in the garden that The professor near the school that The doctor from the village that The manager with great enthusiasm that The player with red shoes that The scientist by the river followed followed blamed followed admired, is dancing angrily.",5
The writer near the school is dancing.,0
"The professor from the village that The dog by the river met, is writing silently.",1
"The player near the school that The doctor by the river that The nurse that The dog near the school chased saw blamed, is walking eagerly.",3
"The engineer from the city that The scientist that The nurse in the garden that The professor from the city followed called ignored, is dancing angrily.",3
"The manager in the garden, is singing silently.",0
"The farmer with red shoes that The professor with great enthusiasm that The farmer by the river that The scientist in the garden that The player with great enthusiasm praised saw praised saw, runs fast carefully.",4
The scientist with red shoes that The doctor during the morning called is laughing.,1
The girl near the school that The child with red shoes that The teacher near the school that The girl by the river praised blamed followed is resting carefully.,3
The boy in the garden that The writer from the city scolded is walking sadly.,1
The student in the library that The dog by the river that The teacher during the morning that The artist near the school that The nurse from the city that The singer from the village blamed recognized met questioned watched is writing.,5
"The writer by the river that The dog with red shoes saw, is sleeping.",1
The player by the river is sleeping sadly.,0
The farmer in the library that The manager from the village that The professor during the morning that The manager in the library that The teacher by the river helped scolded questioned met is smiling proudly.,4
"The professor with red shoes, runs fast.",0
The artist that The actor during the morning that The writer in the garden watched encouraged runs fast sadly.,2
"The lawyer by the river that The nurse by the river that The child during the morning that The actor by the river that The professor in the garden that The writer encouraged ignored ignored followed called, is reading.",5
"The professor in the library that The scientist from the village that The engineer with red shoes helped questioned, is shouting sadly.",2
"The writer from the village that The actor from the city that The boy in the library met supported, is singing.",2
"The singer from the city that The professor from the city that The manager recognized liked, jumps high slowly.",2
The actor that The lawyer by the river that The lawyer with red shoes questioned ignored is dancing.,2
The farmer that The child by the river that The child with red shoes liked blamed is dancing carefully.,2
"The singer with great enthusiasm that The boy by the river that The farmer near the school that The manager with great enthusiasm scolded watched recognized, runs fast happily.",3
"The nurse from the city that The dog during the morning scolded, is reading sadly.",1
"The farmer by the river, is working.",0
The professor in the library that The player in the library that The manager in the library that The girl from the village that The professor that The doctor during the morning praised questioned supported questioned called is sleeping.,5
The actor with great enthusiasm that The player in the library that The writer in the garden helped admired is resting silently.,2
The student near the school is writing angrily.,0
"The scientist during the morning that The lawyer that The artist with red shoes that The cat in the library that The singer from the city that The child followed helped praised chased saw, is singing sadly.",5
The nurse from the village that The doctor in the garden that The boy near the school that The boy near the school blamed chased watched is working.,3
The player from the city that The student with great enthusiasm that The artist near the school chased called is sleeping.,2
"The doctor near the school, is laughing slowly.",0
The professor during the morning that The artist with red shoes that The boy during the morning that The child with red shoes that The student from the village that The lawyer in the garden encouraged admired liked chased scolded is dancing happily.,5
The player from the city that The cat in the library that The girl that The artist during the morning that The farmer encouraged met met liked runs fast.,4
The writer in the library is smiling.,0
The cat from the city that The cat during the morning that The writer with great enthusiasm that The lawyer from the city praised recognized scolded is smiling.,3
The lawyer by the river is smiling.,0
"The student during the morning, is walking.",0
The teacher during the morning that The scientist during the morning that The student with red shoes that The student with great enthusiasm that The lawyer from the city that The farmer admired called scolded blamed praised is working carefully.,5
"The farmer from the village that The cat near the school that The writer with great enthusiasm that The teacher from the city that The cat from the village that The singer near the school liked praised praised liked helped, is sleeping angrily.",5
"The professor by the river that The player in the garden that The manager in the library that The cat from the city liked watched liked, jumps high angrily.",3
The player by the river that The writer that The lawyer in the library that The girl in the library called called liked is studying.,3
"The child in the garden that The player with great enthusiasm that The boy in the library that The girl in the garden followed followed saw, is singing.",3
The writer from the city that The teacher in the library that The scientist from the city that The cat during the morning that The nurse by the river praised met chased blamed is walking.,4
"The scientist during the morning that The doctor in the garden called, is resting.",1
The scientist with red shoes that The cat in the library that The engineer from the village that The actor from the city that The boy near the school that The writer with red shoes admired praised praised admired liked is writing proudly.,5
"The nurse from the village that The boy from the village that The lawyer from the city that The cat during the morning praised visited followed, is working.",3
"The actor by the river that The teacher followed, is singing.",1
"The scientist, is working carefully.",0
The girl from the village that The lawyer in the garden that The farmer with great enthusiasm that The boy during the morning that The girl from the city recognized followed watched encouraged is reading slowly.,4
"The engineer that The singer with great enthusiasm that The artist with great enthusiasm that The girl in the garden that The player in the library liked questioned questioned helped, is barking carefully.",4
"The scientist in the garden that The writer during the morning admired, is singing.",1
"The student in the garden, is singing happily.",0
The engineer in the garden that The player during the morning visited is smiling.,1
The nurse in the garden that The singer in the garden that The singer by the river that The child from the city that The writer from the village helped supported recognized saw is walking silently.,4
"The doctor during the morning that The lawyer in the library that The girl that The scientist with red shoes that The scientist during the morning watched followed helped called, is sleeping silently.",4
The cat from the city that The writer with red shoes that The boy near the school supported supported is writing silently.,2
The engineer with red shoes that The doctor from the city saw is walking angrily.,1
The writer near the school that The actor near the school that The singer in the garden recognized praised is resting.,2
The professor near the school is working happily.,0
The manager near the school is resting calmly.,0
The player from the city that The artist with great enthusiasm recognized is writing sadly.,1
"The artist with great enthusiasm that The manager near the school scolded, is dancing.",1
The engineer by the river that The boy that The manager in the garden that The artist from the village helped liked called is studying slowly.,3
"The dog that The scientist that The scientist with red shoes that The scientist with great enthusiasm visited supported encouraged, is barking.",3
The lawyer from the village that The child with great enthusiasm that The cat in the garden that The scientist from the village met encouraged watched jumps high.,3
"The teacher from the city that The nurse by the river admired, is singing happily.",1
"The doctor in the library that The engineer from the village that The professor during the morning that The student with great enthusiasm that The professor in the garden that The girl with red shoes visited blamed watched watched saw, is walking eagerly.",5
"The girl with red shoes that The engineer near the school that The singer that The engineer with red shoes called blamed saw, is resting slowly.",3
The artist during the morning is reading carefully.,0
"The actor in the library that The writer in the garden that The player in the library met helped, jumps high.",2
The lawyer by the river that The scientist from the city that The farmer in the library that The doctor from the city recognized blamed ignored is singing eagerly.,3
The player with red shoes that The cat in the garden that The artist during the morning scolded chased is reading silently.,2
The engineer during the morning that The manager from the city watched jumps high quickly.,1
"The manager near the school that The cat in the garden that The dog by the river that The student by the river that The actor with red shoes chased recognized liked blamed, is shouting.",4
The professor with great enthusiasm that The doctor in the garden that The child near the school watched questioned is laughing.,2
"The artist during the morning that The farmer from the city that The professor with red shoes saw liked, is barking.",2
"The writer from the city, is studying.",0
"The boy that The actor from the village that The boy in the garden recognized followed, is dancing.",2
"The child during the morning that The professor with great enthusiasm that The farmer from the city that The professor with red shoes that The doctor by the river watched followed questioned followed, is dancing angrily.",4
"The nurse near the school that The engineer in the library that The professor from the village that The professor from the city that The manager near the school that The actor with great enthusiasm encouraged blamed blamed chased watched, is shouting sadly.",5
"The lawyer during the morning that The engineer from the village visited, jumps high.",1
The cat from the city that The artist with great enthusiasm that The writer from the village supported called is shouting happily.,2
The farmer from the city that The actor with red shoes liked jumps high eagerly.,1
The student with great enthusiasm that The artist with great enthusiasm that The dog in the library that The nurse in the garden that The player during the morning that The player from the city chased saw watched helped helped is writing silently.,5
The doctor near the school that The artist with red shoes that The scientist with red shoes scolded recognized is working silently.,2
The student during the morning is laughing.,0
The student near the school that The manager in the garden that The farmer by the river that The artist in the garden chased supported called is studying.,3
The farmer with great enthusiasm that The dog with red shoes encouraged is resting.,1
"The engineer during the morning that The artist from the city blamed, is laughing calmly.",1
The student near the school that The student with great enthusiasm that The doctor with red shoes that The teacher with red shoes praised scolded followed is barking.,3
"The boy, is studying.",0
The actor from the village that The manager from the village that The manager with great enthusiasm that The doctor blamed followed saw is smiling.,3
"The doctor near the school, is walking.",0
The boy with red shoes that The writer from the city that The girl from the city admired questioned is laughing.,2
The artist with red shoes that The engineer with great enthusiasm that The actor from the village admired liked is dancing angrily.,2
The singer from the village that The child near the school liked is laughing.,1
The teacher with great enthusiasm that The boy questioned runs fast.,1
"The nurse by the river that The actor called, is writing happily.",1
The girl from the village that The artist from the village chased is reading.,1
The actor from the village that The professor from the village that The manager in the garden that The boy by the river that The dog by the river that The student with great enthusiasm supported admired liked liked scolded is resting proudly.,5
The teacher during the morning that The professor with great enthusiasm that The teacher with great enthusiasm that The doctor that The farmer by the river praised supported visited watched is walking.,4
The dog in the library is sleeping calmly.,0
"The dog that The boy in the garden that The girl in the garden that The teacher with great enthusiasm that The cat with great enthusiasm watched watched saw chased, is writing happily.",4
"The player with great enthusiasm, is working sadly.",0
The lawyer with red shoes that The lawyer during the morning liked is resting slowly.,1
"The teacher in the library that The child in the library that The scientist with great enthusiasm encouraged chased, is writing.",2
"The boy near the school, is writing quickly.",0
The teacher during the morning that The scientist that The boy in the garden chased visited is working carefully.,2
"The professor by the river that The engineer in the garden that The engineer with great enthusiasm that The nurse from the city encouraged chased praised, is resting happily.",3
The writer in the garden that The boy from the city that The manager with great enthusiasm that The scientist in the library that The girl with great enthusiasm scolded admired helped watched is reading.,4
The player during the morning that The singer that The artist in the library that The teacher in the garden blamed ignored chased is reading proudly.,3
"The artist during the morning, runs fast.",0
"The student from the city, is smiling silently.",0
The boy in the garden that The girl liked is laughing angrily.,1
"The farmer with great enthusiasm, jumps high calmly.",0
"The child from the city that The lawyer with great enthusiasm that The actor in the library supported scolded, is writing.",2
The dog near the school that The dog near the school questioned is smiling.,1
The teacher near the school that The lawyer that The engineer that The player near the school blamed liked saw is smiling angrily.,3
The scientist near the school that The cat from the village recognized is laughing carefully.,1
"The engineer with red shoes that The cat by the river recognized, is singing happily.",1
"The teacher during the morning that The student during the morning that The lawyer that The teacher from the city that The girl in the library that The lawyer from the city helped recognized admired liked blamed, is dancing.",5
"The dog from the city that The engineer in the garden praised, jumps high.",1
The girl with red shoes that The writer scolded is barking calmly.,1
The teacher during the morning that The girl from the city that The doctor in the library that The cat with great enthusiasm that The farmer by the river admired admired liked supported is walking.,4
The teacher from the village that The boy near the school met is singing.,1
The doctor from the city that The manager in the garden that The writer in the library praised met is writing carefully.,2
"The girl, is smiling.",0
"The teacher from the village, is studying slowly.",0
The cat by the river that The farmer during the morning that The nurse with red shoes that The girl in the library that The cat that The nurse with great enthusiasm encouraged praised visited admired scolded is studying.,5
The artist from the city that The boy supported is barking happily.,1
The writer in the library that The scientist in the garden that The lawyer from the village that The singer from the village met scolded helped is barking.,3
"The child from the village, runs fast silently.",0
The engineer with great enthusiasm is studying.,0
The dog from the city is barking carefully.,0
The teacher in the garden that The boy in the garden that The teacher in the library that The actor during the morning that The girl near the school blamed recognized scolded met is writing.,4
The actor in the garden that The dog with red shoes that The farmer from the village that The writer near the school that The player by the river liked blamed praised ignored is barking.,4
The girl that The doctor with red shoes that The lawyer liked liked is reading.,2
The player that The boy from the city praised is working.,1
The singer with red shoes that The child in the garden supported is resting carefully.,1
The boy from the village that The farmer during the morning blamed is smiling sadly.,1
The player that The manager with great enthusiasm that The farmer with red shoes encouraged blamed is resting sadly.,2
"The boy that The nurse near the school that The girl with great enthusiasm ignored watched, runs fast.",2
The engineer by the river that The doctor in the library that The manager in the garden that The manager during the morning that The manager in the garden that The nurse in the library visited recognized watched called questioned is dancing calmly.,5
The artist during the morning that The player from the village that The boy by the river met helped runs fast happily.,2
The writer in the garden that The girl in the library that The nurse near the school that The singer by the river blamed scolded liked is laughing.,3
The player from the city is walking carefully.,0
"The child by the river that The student during the morning supported, is laughing carefully.",1
The teacher from the village that The actor in the library called is shouting.,1
The boy with great enthusiasm that The lawyer by the river that The professor with red shoes that The farmer that The doctor admired praised met encouraged is working.,4
"The student near the school, is sleeping.",0
"The cat by the river that The writer by the river that The writer near the school that The dog during the morning that The cat from the city met praised questioned watched, is laughing.",4
"The teacher during the morning that The child in the library recognized, is reading eagerly.",1
The actor from the village that The child with red shoes that The doctor from the city that The girl by the river that The artist by the river that The farmer by the river met admired recognized supported ignored is barking.,5
The child during the morning that The dog from the village that The farmer by the river that The doctor in the library followed questioned supported is shouting.,3
"The boy during the morning that The singer with red shoes that The nurse in the garden chased chased, is reading silently.",2
The nurse near the school that The manager in the garden saw is shouting calmly.,1
The farmer by the river that The teacher with great enthusiasm that The artist from the city that The nurse during the morning called saw chased is walking.,3
"The lawyer from the city that The engineer during the morning visited, is shouting.",1
The artist by the river is reading.,0
The singer is reading.,0
The child that The boy during the morning that The doctor with great enthusiasm that The student in the library that The manager during the morning that The girl chased followed liked liked called is studying slowly.,5
The girl in the garden that The child during the morning recognized is sleeping.,1
"The engineer that The dog from the village that The lawyer from the city watched saw, is barking.",2
The engineer near the school that The cat with great enthusiasm that The lawyer in the library that The manager from the village met watched followed is walking sadly.,3
The cat during the morning is walking proudly.,0
"The manager by the river that The nurse with great enthusiasm followed, is dancing angrily.",1
"The farmer near the school that The professor from the city called, is dancing proudly.",1
The student with great enthusiasm that The cat that The lawyer from the city that The child that The engineer in the garden ignored questioned met liked runs fast.,4
The girl from the city that The boy during the morning that The cat in the library that The artist chased recognized scolded is writing.,3
"The manager during the morning that The cat by the river that The singer near the school that The professor in the garden that The doctor that The manager with red shoes supported visited praised recognized helped, is barking eagerly.",5
The doctor by the river that The farmer near the school that The cat from the city helped met is studying.,2
The farmer by the river that The dog with red shoes that The boy from the village that The actor during the morning that The singer near the school encouraged saw helped helped is laughing.,4
The farmer from the village that The child in the garden saw runs fast.,1
The lawyer with great enthusiasm that The teacher with red shoes that The artist during the morning that The teacher in the library blamed ignored met is sleeping.,3
"The child with red shoes that The nurse near the school that The singer in the garden questioned supported, is barking.",2
The writer from the village that The cat near the school admired is barking.,1
The artist that The boy in the library questioned is walking calmly.,1
The boy from the village that The manager from the city that The writer from the city that The actor with red shoes that The dog by the river supported praised ignored visited is smiling.,4
The lawyer by the river that The boy that The boy from the village that The scientist in the garden that The child during the morning met blamed visited met is barking silently.,4
"The dog in the garden that The singer during the morning that The singer from the city followed followed, is shouting eagerly.",2
The lawyer is studying.,0
"The player that The professor near the school that The manager during the morning that The player with red shoes that The manager ignored met liked ignored, is shouting carefully.",4
The doctor with red shoes that The manager with red shoes that The singer by the river that The engineer during the morning ignored helped questioned is dancing happily.,3
The manager with red shoes that The scientist from the city that The singer from the village encouraged visited is writing eagerly.,2
The artist during the morning that The farmer near the school supported is working.,1
"The teacher from the village, is reading proudly.",0
"The farmer in the library that The artist that The girl near the school that The writer ignored ignored visited, is smiling.",3
The lawyer during the morning that The boy from the city that The lawyer with red shoes that The engineer from the village that The singer from the village watched supported supported praised is working calmly.,4
The singer during the morning that The lawyer with red shoes that The girl in the library met saw is reading.,2
The professor with great enthusiasm that The writer in the garden that The player from the city liked praised runs fast.,2
"The nurse in the library that The cat with great enthusiasm that The child from the village helped followed, is barking.",2
"The girl with great enthusiasm that The child by the river that The boy during the morning that The teacher with great enthusiasm that The dog in the library met supported called chased, is laughing calmly.",4
The doctor with red shoes that The engineer during the morning that The nurse helped met is resting angrily.,2
The dog with red shoes that The farmer from the city watched jumps high happily.,1
"The manager from the village that The dog with great enthusiasm that The singer with great enthusiasm that The doctor during the morning that The artist in the garden watched watched scolded supported, is writing silently.",4
"The child with great enthusiasm that The girl near the school that The professor scolded encouraged, is barking slowly.",2
"The scientist by the river that The player from the city that The girl in the library recognized blamed, is walking.",2
"The singer in the library, is singing proudly.",0
The engineer from the city that The scientist near the school that The nurse near the school that The cat that The cat by the river followed watched ignored saw is walking.,4
"The writer in the library that The boy by the river that The engineer from the village supported questioned, is sleeping.",2
"The lawyer with great enthusiasm, is laughing.",0
The engineer in the library that The boy during the morning that The child in the garden that The nurse in the garden called blamed followed is barking angrily.,3
The singer during the morning that The lawyer with red shoes that The engineer from the village that The nurse with great enthusiasm chased praised called is working angrily.,3
"The scientist from the village, is resting.",0
"The professor with great enthusiasm that The singer during the morning that The dog from the village that The farmer from the village visited blamed questioned, is working.",3
The player from the village that The doctor in the library saw jumps high happily.,1
The boy during the morning that The nurse during the morning liked is shouting happily.,1
"The teacher in the library that The actor near the school that The teacher from the village that The cat by the river that The boy from the city helped chased liked called, runs fast calmly.",4
"The dog in the garden that The writer with great enthusiasm met, is writing silently.",1
"The singer from the village that The writer with red shoes questioned, is dancing calmly.",1
"The cat, is shouting silently.",0
The artist in the garden is barking.,0
"The manager from the city, is laughing silently.",0
The writer in the garden that The singer by the river that The boy with great enthusiasm supported liked is sleeping quickly.,2
The girl with red shoes is smiling quickly.,0
"The actor with great enthusiasm that The professor in the library met, is singing calmly.",1
The manager with great enthusiasm that The manager in the library that The writer near the school that The child in the library praised questioned blamed is sleeping.,3
"The player with great enthusiasm that The manager near the school encouraged, is reading eagerly.",1
The nurse with great enthusiasm that The writer from the village followed is smiling.,1
"The dog by the river, runs fast calmly.",0
The boy with great enthusiasm that The artist by the river that The artist by the river that The lawyer encouraged recognized encouraged is studying happily.,3
The boy with great enthusiasm that The lawyer during the morning ignored is laughing slowly.,1
"The child near the school, is laughing calmly.",0
"The professor in the garden that The engineer by the river that The student from the city that The student from the village followed encouraged met, is singing.",3
"The student from the city, is smiling quickly.",0
"The actor with red shoes that The student during the morning that The scientist with great enthusiasm that The girl with great enthusiasm that The teacher near the school that The artist from the village praised blamed encouraged liked followed, is resting angrily.",5
"The writer with red shoes, jumps high proudly.",0
"The actor that The doctor from the village that The boy from the village that The writer with great enthusiasm met chased blamed, is working eagerly.",3
The teacher from the city that The boy in the library ignored is shouting angrily.,1
The artist near the school that The girl in the library that The actor in the garden that The teacher from the city that The doctor with red shoes that The scientist from the village ignored chased met liked followed is working.,5
"The lawyer from the city that The child in the garden that The cat from the city followed praised, is shouting.",2
"The teacher during the morning, is smiling slowly.",0
The cat with great enthusiasm that The cat with great enthusiasm encouraged is singing.,1
The artist by the river that The dog from the village that The manager from the village that The teacher from the city that The teacher near the school watched encouraged watched called is walking.,4
The scientist in the library that The lawyer in the garden that The player during the morning that The doctor by the river that The nurse with red shoes that The nurse with great enthusiasm liked questioned saw saw called is resting.,5
"The actor with red shoes that The boy near the school that The professor in the garden that The teacher from the city supported met praised, is singing.",3
"The boy during the morning that The player by the river that The player in the library that The boy with red shoes that The student from the village blamed chased liked helped, is reading.",4
The child by the river that The artist from the city that The player from the village that The doctor in the library visited helped saw is walking.,3
"The singer in the garden that The boy from the village that The farmer by the river scolded admired, is sleeping.",2
The writer from the city that The writer followed jumps high.,1
"The cat near the school, is shouting happily.",0
The girl from the village that The engineer from the city that The manager with great enthusiasm admired ignored is walking.,2
The scientist near the school that The professor in the library that The girl during the morning that The engineer by the river that The player near the school saw watched visited followed is working.,4
The manager from the city is studying silently.,0
"The writer from the village that The child near the school that The singer in the garden that The actor with great enthusiasm that The artist scolded saw met supported, is sleeping.",4
The girl during the morning is working carefully.,0
The boy near the school that The dog near the school that The artist from the city that The cat from the city that The nurse from the city that The child during the morning praised helped visited praised scolded jumps high proudly.,5
"The dog in the library, is shouting slowly.",0
"The lawyer in the garden that The artist with red shoes that The dog during the morning that The engineer with red shoes that The doctor during the morning that The teacher in the library met scolded met followed blamed, runs fast silently.",5
The dog in the library is singing.,0
The writer in the garden is barking.,0
"The actor in the garden, is singing.",0
"The doctor near the school, is dancing angrily.",0
The writer from the city that The lawyer with red shoes that The singer from the city recognized watched is barking.,2
The child with red shoes is sleeping.,0
"The doctor with red shoes that The player that The singer in the garden that The teacher from the city that The singer near the school scolded admired admired scolded, is writing proudly.",4
"The student from the city that The nurse by the river that The artist from the village that The child from the city supported ignored watched, is laughing eagerly.",3
The child in the library that The girl in the library that The cat by the river saw liked is walking sadly.,2
The boy in the garden that The teacher during the morning questioned is working.,1
"The lawyer, is studying.",0
The teacher with great enthusiasm that The nurse that The professor with red shoes that The scientist by the river supported admired recognized is reading.,3
"The lawyer from the village that The scientist by the river that The writer from the city encouraged scolded, is writing.",2
The doctor from the village jumps high.,0
"The manager by the river that The professor from the village visited, is sleeping proudly.",1
The doctor from the city that The singer from the city that The engineer by the river visited watched jumps high.,2
The farmer near the school that The writer from the village that The professor in the garden that The boy from the city saw scolded visited is studying.,3
"The writer in the garden that The professor with great enthusiasm that The engineer in the garden that The child during the morning that The actor with great enthusiasm that The doctor near the school supported blamed watched watched praised, is resting sadly.",5
The actor by the river that The scientist near the school watched is reading calmly.,1
"The teacher in the garden, runs fast.",0
The boy with great enthusiasm that The engineer that The boy in the library that The cat in the garden praised praised questioned is singing.,3
The artist in the library that The teacher encouraged is singing calmly.,1
The student in the library that The teacher in the garden helped is walking silently.,1
The manager in the garden that The teacher from the city that The manager near the school chased blamed is shouting.,2
"The cat from the village that The manager that The cat near the school that The girl with great enthusiasm that The doctor by the river watched liked questioned supported, is sleeping.",4
The cat by the river that The doctor in the library blamed is reading.,1
The nurse by the river that The girl during the morning that The engineer in the garden that The boy by the river that The artist from the city that The boy in the garden watched followed recognized chased encouraged is studying.,5
"The child from the village that The doctor from the village that The dog with red shoes that The doctor in the library liked scolded questioned, is studying calmly.",3
The doctor by the river that The artist near the school that The cat in the garden that The actor from the city that The manager during the morning encouraged scolded scolded followed is writing slowly.,4
"The artist from the city that The farmer that The farmer by the river that The artist by the river that The scientist in the garden that The teacher by the river watched ignored watched ignored chased, is resting happily.",5
The child during the morning that The artist with great enthusiasm that The student by the river ignored liked is shouting.,2
The manager in the garden that The actor from the village that The girl during the morning visited praised is singing.,2
The lawyer is laughing quickly.,0
The professor in the garden that The scientist with great enthusiasm praised jumps high.,1
The player in the garden that The boy with great enthusiasm that The manager with red shoes that The boy scolded admired met is walking.,3
The lawyer in the garden that The lawyer in the garden that The writer with great enthusiasm that The child from the city blamed chased recognized is singing angrily.,3
The child with red shoes is dancing.,0
"The professor from the village that The artist from the village that The child near the school that The artist in the library praised visited called, is resting.",3
The doctor during the morning that The professor with great enthusiasm met is dancing silently.,1
The boy from the city is reading eagerly.,0
"The teacher with great enthusiasm that The farmer from the village that The singer with red shoes that The player from the village that The child from the village that The boy by the river admired recognized watched liked recognized, jumps high.",5
"The actor in the garden that The farmer with great enthusiasm that The teacher with great enthusiasm that The teacher during the morning that The artist near the school that The boy in the library visited saw helped watched visited, is walking happily.",5
"The child near the school that The dog near the school followed, jumps high angrily.",1
The cat by the river that The manager during the morning questioned is smiling.,1
"The student from the city that The student in the garden that The player with red shoes that The writer in the garden saw watched saw, runs fast calmly.",3
"The artist that The professor that The manager supported recognized, is singing calmly.",2
"The engineer by the river that The nurse from the city that The nurse with red shoes that The child by the river that The boy during the morning that The farmer liked met liked supported admired, is walking.",5
The doctor that The farmer during the morning that The dog from the city watched followed is dancing.,2
"The nurse, is laughing.",0
"The player with red shoes that The dog that The writer in the garden that The student with great enthusiasm questioned blamed blamed, is reading.",3
"The manager with red shoes that The boy that The actor during the morning that The doctor with red shoes that The singer from the village followed scolded scolded admired, jumps high.",4
"The player with red shoes that The boy by the river scolded, is smiling.",1
"The child near the school that The child from the village that The teacher during the morning that The writer with great enthusiasm that The doctor with great enthusiasm that The actor in the library called helped saw called encouraged, jumps high.",5
The player that The manager in the library recognized is singing.,1
"The girl in the garden, is resting silently.",0
