sentence,depth,length_words,type
The clever doctor that the old scientist that the nervous engineer that the quiet mother that the farmer that the serious driver greeted watched met recognized encouraged spoke softly in the garden.,5,32,synthetic_center_embedding
The kind neighbor smiled warmly at night.,0,7,synthetic_center_embedding
The happy artist that the happy artist chased cried suddenly this morning.,1,12,synthetic_center_embedding
The serious dog that the clever doctor that the angry driver greeted blamed worked quietly yesterday.,2,16,synthetic_center_embedding
The curious farmer that the serious scientist visited waited outside after dinner.,1,12,synthetic_center_embedding
The angry farmer that the happy girl that the tall farmer that the serious mother praised greeted helped ran away after dinner.,3,22,synthetic_center_embedding
The serious engineer that the kind scientist that the old child that the quiet neighbor saw chased recognized stood silently near the station.,3,23,synthetic_center_embedding
The quiet artist waited outside this morning.,0,7,synthetic_center_embedding
The curious engineer that the happy singer helped arrived early near the station.,1,13,synthetic_center_embedding
The angry singer smiled warmly during class.,0,7,synthetic_center_embedding
The kind doctor that the nervous doctor that the nervous driver that the tall doctor chased visited chased read carefully near the station.,3,23,synthetic_center_embedding
The old child that the young teacher that the angry girl helped supported worked quietly yesterday.,2,16,synthetic_center_embedding
The nervous student that the doctor recognized laughed loudly after dinner.,1,11,synthetic_center_embedding
The quiet singer arrived early yesterday.,0,6,synthetic_center_embedding
The serious mother ran away after dinner.,0,7,synthetic_center_embedding
The quiet engineer that the curious student that the clever manager saw helped worked quietly in the garden.,2,18,synthetic_center_embedding
The curious mother smiled warmly at the office.,0,8,synthetic_center_embedding
The serious manager that the tall child that the quiet scientist greeted greeted arrived early at the office.,2,18,synthetic_center_embedding
The quiet manager that the old artist that the old father that the curious student that the old father that the serious lawyer met encouraged watched visited watched worked quietly during class.,5,32,synthetic_center_embedding
The curious student that the teacher followed waited outside.,1,9,synthetic_center_embedding
The kind farmer read carefully at night.,0,7,synthetic_center_embedding
The angry boy ran away at the office.,0,8,synthetic_center_embedding
The old girl that the nervous dog that the young singer supported visited ran away in the garden.,2,18,synthetic_center_embedding
The angry girl that the nervous girl chased arrived early during class.,1,12,synthetic_center_embedding
The quiet engineer that the old mother that the kind singer that the old singer admired supported chased waited outside after dinner.,3,22,synthetic_center_embedding
The curious artist arrived early yesterday.,0,6,synthetic_center_embedding
The nervous student that the angry boy that the kind mother informed encouraged listened closely near the station.,2,18,synthetic_center_embedding
The angry father that the young boy that the serious manager that the happy doctor called greeted followed arrived early before noon.,3,22,synthetic_center_embedding
The nervous girl slept peacefully this morning.,0,7,synthetic_center_embedding
The young artist laughed loudly yesterday.,0,6,synthetic_center_embedding
The angry boy that the clever dog that the nervous student informed chased smiled warmly after dinner.,2,17,synthetic_center_embedding
The dog that the happy student that the happy student that the angry mother praised thanked questioned stood silently yesterday.,3,20,synthetic_center_embedding
The curious mother that the clever farmer that the kind scientist blamed reminded spoke softly yesterday.,2,16,synthetic_center_embedding
The tall manager listened closely after dinner.,0,7,synthetic_center_embedding
The quiet lawyer read carefully.,0,5,synthetic_center_embedding
The angry dog that the nervous singer that the angry girl admired encouraged ran away at the office.,2,18,synthetic_center_embedding
The angry neighbor that the mother warned slept peacefully.,1,9,synthetic_center_embedding
The curious singer that the angry doctor that the angry singer that the nervous student that the old doctor thanked visited called helped walked slowly at night.,4,27,synthetic_center_embedding
The angry neighbor slept peacefully during class.,0,7,synthetic_center_embedding
The old engineer that the happy engineer praised listened closely at night.,1,12,synthetic_center_embedding
The clever mother that the quiet girl that the young cat that the tall engineer informed followed encouraged rested briefly at night.,3,22,synthetic_center_embedding
The young doctor that the clever driver that the tall manager met followed listened closely.,2,15,synthetic_center_embedding
The quiet singer that the serious engineer that the clever mother that the curious scientist called visited chased read carefully.,3,20,synthetic_center_embedding
The clever cat that the kind actor that the serious dog that the old girl saw encouraged met smiled warmly.,3,20,synthetic_center_embedding
The young teacher that the happy boy that the serious engineer visited followed smiled warmly at night.,2,17,synthetic_center_embedding
The manager that the serious girl that the serious doctor visited recognized arrived early in the garden.,2,17,synthetic_center_embedding
The serious lawyer smiled warmly near the station.,0,8,synthetic_center_embedding
The old teacher that the clever teacher that the curious boy that the kind scientist that the serious singer admired questioned praised chased smiled warmly during class.,4,27,synthetic_center_embedding
The old cat that the clever actor that the nervous student met greeted listened closely at night.,2,17,synthetic_center_embedding
The angry farmer that the tall scientist that the dog supported supported ran away before noon.,2,16,synthetic_center_embedding
The angry boy that the serious scientist blamed cried suddenly in the garden.,1,13,synthetic_center_embedding
The serious student that the kind student that the quiet farmer helped questioned smiled warmly at the office.,2,18,synthetic_center_embedding
The curious dog read carefully during class.,0,7,synthetic_center_embedding
The lawyer that the kind scientist that the angry father that the clever neighbor supported blamed reminded slept peacefully yesterday.,3,20,synthetic_center_embedding
The happy driver rested briefly.,0,5,synthetic_center_embedding
The quiet cat that the angry farmer that the nervous teacher that the young boy that the tall neighbor questioned helped recognized chased sat calmly at the office.,4,28,synthetic_center_embedding
The quiet lawyer stood silently this morning.,0,7,synthetic_center_embedding
The tall scientist that the nervous cat that the angry neighbor that the nervous cat that the angry teacher that the angry scientist blamed met recognized called praised worked quietly at the office.,5,33,synthetic_center_embedding
The angry father that the serious girl that the old student that the young cat visited chased praised stood silently near the station.,3,23,synthetic_center_embedding
The nervous teacher that the happy student that the angry lawyer that the kind driver encouraged visited met read carefully near the station.,3,23,synthetic_center_embedding
The angry doctor that the angry manager recognized laughed loudly before noon.,1,12,synthetic_center_embedding
The serious cat that the clever teacher that the clever actor that the angry neighbor reminded blamed warned listened closely during class.,3,22,synthetic_center_embedding
The young artist that the old actor warned cried suddenly after dinner.,1,12,synthetic_center_embedding
The happy actor that the serious student that the young artist helped questioned sat calmly in the garden.,2,18,synthetic_center_embedding
The manager that the clever dog watched spoke softly near the station.,1,12,synthetic_center_embedding
The tall artist that the quiet doctor that the clever manager that the angry girl that the actor admired thanked questioned saw rested briefly at night.,4,26,synthetic_center_embedding
The nervous actor ran away.,0,5,synthetic_center_embedding
The happy mother smiled warmly this morning.,0,7,synthetic_center_embedding
The curious manager that the nervous boy that the happy driver blamed called waited outside yesterday.,2,16,synthetic_center_embedding
The angry student sat calmly near the station.,0,8,synthetic_center_embedding
The curious scientist that the serious dog questioned ran away yesterday.,1,11,synthetic_center_embedding
The nervous actor that the tall child that the curious boy admired reminded sat calmly in the garden.,2,18,synthetic_center_embedding
The serious boy that the curious farmer that the curious neighbor that the clever lawyer blamed called saw arrived early.,3,20,synthetic_center_embedding
The clever dog that the angry cat that the quiet artist greeted questioned sat calmly after dinner.,2,17,synthetic_center_embedding
The nervous boy that the angry driver that the curious boy reminded thanked cried suddenly during class.,2,17,synthetic_center_embedding
The nervous manager that the clever singer met sat calmly this morning.,1,12,synthetic_center_embedding
The curious child that the angry lawyer that the curious manager questioned informed cried suddenly yesterday.,2,16,synthetic_center_embedding
The happy actor rested briefly after dinner.,0,7,synthetic_center_embedding
The happy student that the happy singer that the kind boy supported met laughed loudly near the station.,2,18,synthetic_center_embedding
The old scientist that the nervous actor that the scientist questioned supported worked quietly during class.,2,16,synthetic_center_embedding
The serious artist that the boy that the young manager encouraged met cried suddenly.,2,14,synthetic_center_embedding
The kind neighbor that the clever farmer that the serious dog that the angry girl helped recognized warned read carefully yesterday.,3,21,synthetic_center_embedding
The girl that the angry doctor that the quiet girl that the clever father that the kind boy admired watched blamed met spoke softly after dinner.,4,26,synthetic_center_embedding
The tall child that the nervous farmer that the happy dog greeted saw ran away after dinner.,2,17,synthetic_center_embedding
The nervous student that the nervous manager that the clever student that the serious lawyer greeted visited helped sat calmly after dinner.,3,22,synthetic_center_embedding
The nervous doctor rested briefly.,0,5,synthetic_center_embedding
The dog that the kind boy that the serious cat warned informed slept peacefully at night.,2,16,synthetic_center_embedding
The young engineer stood silently at the office.,0,8,synthetic_center_embedding
The nervous mother that the curious scientist that the boy reminded met worked quietly after dinner.,2,16,synthetic_center_embedding
The young mother laughed loudly at night.,0,7,synthetic_center_embedding
The clever father that the curious artist that the angry cat reminded called arrived early in the garden.,2,18,synthetic_center_embedding
The kind farmer that the young neighbor that the old actor that the young driver met supported questioned arrived early at night.,3,22,synthetic_center_embedding
The driver that the happy engineer that the young lawyer visited warned listened closely during class.,2,16,synthetic_center_embedding
The happy child that the happy teacher that the curious actor warned recognized stood silently after dinner.,2,17,synthetic_center_embedding
The clever student ran away at the office.,0,8,synthetic_center_embedding
The scientist that the nervous singer that the curious child saw encouraged rested briefly near the station.,2,17,synthetic_center_embedding
The nervous teacher that the old singer that the neighbor greeted blamed slept peacefully in the garden.,2,17,synthetic_center_embedding
The happy girl that the quiet father that the happy boy that the curious teacher that the tall scientist praised admired helped reminded spoke softly yesterday.,4,26,synthetic_center_embedding
The old doctor that the clever farmer that the tall cat that the angry dog that the curious lawyer that the kind girl blamed watched greeted recognized encouraged slept peacefully.,5,30,synthetic_center_embedding
The young boy stood silently this morning.,0,7,synthetic_center_embedding
The happy cat walked slowly during class.,0,7,synthetic_center_embedding
The tall student that the old girl that the serious scientist greeted greeted sat calmly before noon.,2,17,synthetic_center_embedding
The quiet engineer that the quiet cat that the curious engineer that the tall mother helped watched thanked walked slowly yesterday.,3,21,synthetic_center_embedding
The curious artist that the tall girl that the child that the neighbor blamed warned thanked smiled warmly at the office.,3,21,synthetic_center_embedding
The father that the angry actor admired smiled warmly at night.,1,11,synthetic_center_embedding
The actor that the quiet student that the serious artist that the tall child met visited visited arrived early this morning.,3,21,synthetic_center_embedding
The quiet engineer that the nervous student that the serious engineer that the kind driver that the young student chased supported encouraged met read carefully during class.,4,27,synthetic_center_embedding
The tall artist that the happy dog visited waited outside at the office.,1,13,synthetic_center_embedding
The curious manager that the nervous girl chased walked slowly near the station.,1,13,synthetic_center_embedding
The angry actor that the quiet mother that the curious boy called reminded listened closely near the station.,2,18,synthetic_center_embedding
The nervous dog sat calmly at night.,0,7,synthetic_center_embedding
The curious child that the old artist saw waited outside before noon.,1,12,synthetic_center_embedding
The old manager that the old child that the serious lawyer that the serious boy blamed praised informed ran away.,3,20,synthetic_center_embedding
The angry artist that the kind farmer that the serious neighbor that the happy lawyer met reminded saw stood silently after dinner.,3,22,synthetic_center_embedding
The curious father that the clever boy that the actor watched thanked read carefully this morning.,2,16,synthetic_center_embedding
The young scientist that the young teacher that the happy father chased encouraged sat calmly after dinner.,2,17,synthetic_center_embedding
The curious student that the young doctor that the happy singer that the child that the young driver that the happy student thanked encouraged questioned supported met stood silently this morning.,5,31,synthetic_center_embedding
The happy girl that the old teacher recognized spoke softly after dinner.,1,12,synthetic_center_embedding
The nervous neighbor laughed loudly after dinner.,0,7,synthetic_center_embedding
The kind farmer that the driver thanked arrived early after dinner.,1,11,synthetic_center_embedding
The young doctor that the curious teacher admired sat calmly at night.,1,12,synthetic_center_embedding
The quiet doctor cried suddenly this morning.,0,7,synthetic_center_embedding
The tall girl that the serious engineer that the clever student helped met cried suddenly this morning.,2,17,synthetic_center_embedding
The old mother rested briefly during class.,0,7,synthetic_center_embedding
The serious scientist that the old doctor that the tall neighbor that the kind neighbor saw watched blamed read carefully this morning.,3,22,synthetic_center_embedding
The angry doctor that the serious mother that the clever artist informed praised spoke softly at the office.,2,18,synthetic_center_embedding
The quiet singer that the clever boy that the tall manager recognized called worked quietly during class.,2,17,synthetic_center_embedding
The tall driver that the nervous farmer that the child helped saw listened closely during class.,2,16,synthetic_center_embedding
The nervous engineer that the curious teacher warned sat calmly in the garden.,1,13,synthetic_center_embedding
The young scientist that the farmer admired laughed loudly this morning.,1,11,synthetic_center_embedding
The quiet doctor that the old neighbor saw laughed loudly this morning.,1,12,synthetic_center_embedding
The curious boy cried suddenly after dinner.,0,7,synthetic_center_embedding
The tall boy that the curious student that the serious girl that the angry girl visited met thanked smiled warmly yesterday.,3,21,synthetic_center_embedding
The tall neighbor arrived early near the station.,0,8,synthetic_center_embedding
The clever farmer that the nervous teacher helped listened closely at night.,1,12,synthetic_center_embedding
The happy cat that the angry neighbor that the kind farmer that the tall neighbor visited helped reminded laughed loudly at night.,3,22,synthetic_center_embedding
The happy cat that the angry dog met ran away after dinner.,1,12,synthetic_center_embedding
The quiet artist that the young father that the happy farmer that the tall dog that the quiet girl that the driver encouraged chased greeted watched warned stood silently before noon.,5,31,synthetic_center_embedding
The curious farmer that the scientist that the quiet cat that the nervous scientist blamed watched encouraged ran away this morning.,3,21,synthetic_center_embedding
The young boy that the happy manager that the nervous scientist supported helped spoke softly.,2,15,synthetic_center_embedding
The young scientist that the kind artist questioned smiled warmly during class.,1,12,synthetic_center_embedding
The old girl that the nervous singer that the quiet mother supported met cried suddenly during class.,2,17,synthetic_center_embedding
The quiet lawyer sat calmly this morning.,0,7,synthetic_center_embedding
The old lawyer that the serious actor that the happy mother saw admired smiled warmly during class.,2,17,synthetic_center_embedding
The curious lawyer that the serious artist that the young cat recognized encouraged rested briefly after dinner.,2,17,synthetic_center_embedding
The cat that the quiet artist that the student that the curious artist that the quiet father thanked helped informed chased waited outside during class.,4,25,synthetic_center_embedding
The happy manager that the nervous neighbor that the happy actor that the old doctor that the tall girl called recognized supported met listened closely this morning.,4,27,synthetic_center_embedding
The young girl arrived early near the station.,0,8,synthetic_center_embedding
The curious mother that the kind doctor admired arrived early at night.,1,12,synthetic_center_embedding
The happy farmer that the angry farmer that the happy engineer recognized reminded arrived early before noon.,2,17,synthetic_center_embedding
The nervous cat arrived early at night.,0,7,synthetic_center_embedding
The quiet dog that the quiet student that the serious scientist that the clever farmer met recognized supported walked slowly at the office.,3,23,synthetic_center_embedding
The kind engineer that the tall singer that the angry student that the serious engineer that the old student that the happy farmer thanked warned helped reminded watched slept peacefully at the office.,5,33,synthetic_center_embedding
The curious girl that the clever singer questioned waited outside yesterday.,1,11,synthetic_center_embedding
The nervous driver that the clever boy that the young father warned reminded sat calmly yesterday.,2,16,synthetic_center_embedding
The quiet doctor that the kind doctor supported ran away yesterday.,1,11,synthetic_center_embedding
The tall doctor that the angry driver that the tall manager called blamed rested briefly at the office.,2,18,synthetic_center_embedding
The old artist that the nervous father that the serious lawyer helped praised smiled warmly yesterday.,2,16,synthetic_center_embedding
The quiet father that the curious lawyer that the happy lawyer that the happy driver supported chased reminded laughed loudly at night.,3,22,synthetic_center_embedding
The quiet girl that the young mother that the tall neighbor saw warned ran away at the office.,2,18,synthetic_center_embedding
The serious actor waited outside in the garden.,0,8,synthetic_center_embedding
The quiet girl that the quiet child that the angry actor that the serious cat blamed praised warned read carefully at night.,3,22,synthetic_center_embedding
The curious lawyer that the nervous artist that the young teacher praised warned listened closely at the office.,2,18,synthetic_center_embedding
The angry dog that the kind student warned waited outside at night.,1,12,synthetic_center_embedding
The quiet boy that the kind scientist that the clever father that the curious actor warned watched praised smiled warmly during class.,3,22,synthetic_center_embedding
The old driver that the girl that the kind lawyer that the tall neighbor that the clever student that the tall dog informed encouraged praised blamed admired slept peacefully during class.,5,31,synthetic_center_embedding
The tall artist read carefully near the station.,0,8,synthetic_center_embedding
The happy student smiled warmly.,0,5,synthetic_center_embedding
The old doctor that the clever student that the young boy called encouraged sat calmly at the office.,2,18,synthetic_center_embedding
The quiet child smiled warmly near the station.,0,8,synthetic_center_embedding
The kind engineer that the tall doctor that the kind boy that the curious teacher blamed greeted encouraged ran away at the office.,3,23,synthetic_center_embedding
The nervous scientist that the kind manager visited stood silently yesterday.,1,11,synthetic_center_embedding
The nervous engineer that the engineer that the tall farmer saw helped laughed loudly near the station.,2,17,synthetic_center_embedding
The angry mother worked quietly at the office.,0,8,synthetic_center_embedding
The young cat that the kind mother that the clever child recognized recognized arrived early.,2,15,synthetic_center_embedding
The kind singer that the old farmer that the happy doctor praised thanked ran away yesterday.,2,16,synthetic_center_embedding
The angry driver that the quiet singer that the serious boy that the nervous neighbor that the nervous actor greeted reminded blamed blamed read carefully at night.,4,27,synthetic_center_embedding
The tall father read carefully at night.,0,7,synthetic_center_embedding
The serious lawyer that the angry child that the young child greeted thanked slept peacefully this morning.,2,17,synthetic_center_embedding
The young neighbor that the quiet actor that the tall singer that the happy scientist that the kind actor that the tall actor encouraged praised praised called informed worked quietly after dinner.,5,32,synthetic_center_embedding
The nervous dog that the old driver that the curious boy followed visited cried suddenly yesterday.,2,16,synthetic_center_embedding
The tall manager stood silently at the office.,0,8,synthetic_center_embedding
The kind mother that the serious girl that the curious doctor that the serious dog that the curious artist that the serious farmer met met chased warned visited slept peacefully.,5,30,synthetic_center_embedding
The angry manager that the clever lawyer admired smiled warmly yesterday.,1,11,synthetic_center_embedding
The young father that the child that the nervous lawyer that the clever dog informed watched met cried suddenly in the garden.,3,22,synthetic_center_embedding
The curious teacher read carefully near the station.,0,8,synthetic_center_embedding
The angry child ran away before noon.,0,7,synthetic_center_embedding
The serious artist that the old artist that the happy teacher admired helped smiled warmly before noon.,2,17,synthetic_center_embedding
The quiet neighbor that the clever actor warned spoke softly yesterday.,1,11,synthetic_center_embedding
The kind teacher that the dog that the teacher that the doctor that the kind boy that the tall engineer warned followed met watched blamed sat calmly in the garden.,5,30,synthetic_center_embedding
The old mother walked slowly yesterday.,0,6,synthetic_center_embedding
The angry cat that the kind child that the young singer that the quiet actor praised followed thanked arrived early near the station.,3,23,synthetic_center_embedding
The angry teacher that the tall singer blamed walked slowly yesterday.,1,11,synthetic_center_embedding
The neighbor sat calmly at night.,0,6,synthetic_center_embedding
The young neighbor that the kind manager greeted walked slowly at night.,1,12,synthetic_center_embedding
The angry actor cried suddenly before noon.,0,7,synthetic_center_embedding
The tall scientist that the nervous scientist that the serious dog called saw slept peacefully.,2,15,synthetic_center_embedding
The tall actor that the angry neighbor that the tall engineer thanked recognized slept peacefully at night.,2,17,synthetic_center_embedding
The happy boy that the manager that the kind doctor that the happy student that the curious father supported admired visited questioned spoke softly.,4,24,synthetic_center_embedding
The clever dog that the young child that the curious driver that the young neighbor that the serious student that the angry neighbor reminded admired supported reminded helped slept peacefully at the office.,5,33,synthetic_center_embedding
The angry student that the young teacher that the clever neighbor warned called sat calmly before noon.,2,17,synthetic_center_embedding
The kind farmer that the angry driver that the kind artist saw thanked cried suddenly yesterday.,2,16,synthetic_center_embedding
The old actor that the young lawyer visited ran away this morning.,1,12,synthetic_center_embedding
The angry farmer that the young cat that the nervous child that the young actor that the nervous teacher encouraged thanked called informed ran away.,4,25,synthetic_center_embedding
The young scientist that the curious engineer informed walked slowly yesterday.,1,11,synthetic_center_embedding
The nervous father that the young father that the tall dog that the tall scientist praised thanked questioned stood silently in the garden.,3,23,synthetic_center_embedding
The happy student that the old father that the happy farmer visited blamed worked quietly this morning.,2,17,synthetic_center_embedding
The young lawyer arrived early at night.,0,7,synthetic_center_embedding
The young cat that the nervous child that the young lawyer followed visited waited outside at the office.,2,18,synthetic_center_embedding
The quiet farmer that the clever singer that the young manager that the kind teacher that the angry child saw informed blamed greeted slept peacefully at the office.,4,28,synthetic_center_embedding
The student that the happy girl that the quiet cat that the happy neighbor that the serious cat that the angry driver saw blamed visited greeted admired read carefully in the garden.,5,32,synthetic_center_embedding
The serious driver worked quietly at night.,0,7,synthetic_center_embedding
The happy artist that the old cat encouraged read carefully before noon.,1,12,synthetic_center_embedding
The young singer that the curious farmer that the doctor that the child watched warned supported slept peacefully in the garden.,3,21,synthetic_center_embedding
The manager that the happy doctor that the student called called rested briefly before noon.,2,15,synthetic_center_embedding
The serious singer that the engineer that the happy driver that the kind singer that the happy artist that the old actor followed reminded recognized followed met slept peacefully after dinner.,5,31,synthetic_center_embedding
The quiet neighbor that the kind engineer that the curious manager praised watched read carefully at the office.,2,18,synthetic_center_embedding
The young singer that the tall boy reminded waited outside near the station.,1,13,synthetic_center_embedding
The tall cat that the happy child that the clever singer encouraged blamed ran away during class.,2,17,synthetic_center_embedding
The tall lawyer that the young cat that the quiet farmer that the angry lawyer that the clever student warned recognized encouraged thanked stood silently near the station.,4,28,synthetic_center_embedding
The old lawyer that the angry father that the nervous driver that the nervous dog thanked helped encouraged read carefully this morning.,3,22,synthetic_center_embedding
The manager that the serious child that the clever child saw blamed slept peacefully in the garden.,2,17,synthetic_center_embedding
The young singer that the serious father that the serious doctor saw thanked smiled warmly.,2,15,synthetic_center_embedding
The kind student laughed loudly.,0,5,synthetic_center_embedding
The child that the tall actor reminded cried suddenly near the station.,1,12,synthetic_center_embedding
The quiet artist that the quiet neighbor that the clever child warned met sat calmly in the garden.,2,18,synthetic_center_embedding
The boy that the tall father that the happy student followed supported read carefully.,2,14,synthetic_center_embedding
The neighbor walked slowly in the garden.,0,7,synthetic_center_embedding
The curious neighbor worked quietly near the station.,0,8,synthetic_center_embedding
The serious lawyer that the happy neighbor called sat calmly.,1,10,synthetic_center_embedding
The quiet doctor that the clever scientist that the kind artist that the angry doctor that the clever scientist thanked met greeted blamed listened closely before noon.,4,27,synthetic_center_embedding
The quiet farmer that the artist that the old manager thanked called worked quietly this morning.,2,16,synthetic_center_embedding
The old boy that the quiet child that the nervous teacher that the young lawyer that the serious cat that the clever student recognized called praised chased greeted arrived early in the garden.,5,33,synthetic_center_embedding
The angry artist stood silently yesterday.,0,6,synthetic_center_embedding
The quiet manager that the young scientist that the nervous child that the serious scientist encouraged watched warned waited outside during class.,3,22,synthetic_center_embedding
The happy student that the engineer that the young singer that the young doctor warned saw recognized smiled warmly yesterday.,3,20,synthetic_center_embedding
The angry girl that the quiet doctor that the serious father that the young dog recognized supported informed ran away this morning.,3,22,synthetic_center_embedding
The kind boy that the serious manager that the clever singer chased blamed worked quietly yesterday.,2,16,synthetic_center_embedding
The young neighbor that the kind farmer informed spoke softly during class.,1,12,synthetic_center_embedding
The angry cat that the quiet boy that the manager met met arrived early before noon.,2,16,synthetic_center_embedding
The happy boy that the young engineer that the nervous neighbor that the nervous mother questioned praised warned spoke softly this morning.,3,22,synthetic_center_embedding
The angry neighbor that the clever child that the happy artist greeted warned listened closely near the station.,2,18,synthetic_center_embedding
The happy engineer that the kind singer that the mother praised supported stood silently at night.,2,16,synthetic_center_embedding
The happy lawyer that the kind cat that the curious student followed chased walked slowly during class.,2,17,synthetic_center_embedding
The kind engineer that the angry lawyer that the tall student visited recognized listened closely near the station.,2,18,synthetic_center_embedding
The serious artist that the serious child saw cried suddenly near the station.,1,13,synthetic_center_embedding
The quiet girl that the nervous dog that the happy student that the happy dog admired followed recognized walked slowly before noon.,3,22,synthetic_center_embedding
The tall scientist that the curious manager that the young farmer saw saw smiled warmly near the station.,2,18,synthetic_center_embedding
The angry dog that the young artist that the curious farmer saw questioned smiled warmly after dinner.,2,17,synthetic_center_embedding
The old dog that the serious doctor greeted waited outside this morning.,1,12,synthetic_center_embedding
The young driver that the quiet driver that the happy boy that the curious driver praised met supported smiled warmly near the station.,3,23,synthetic_center_embedding
The kind engineer that the clever driver called ran away yesterday.,1,11,synthetic_center_embedding
The old boy worked quietly after dinner.,0,7,synthetic_center_embedding
The kind neighbor waited outside yesterday.,0,6,synthetic_center_embedding
The angry dog that the nervous girl followed arrived early at night.,1,12,synthetic_center_embedding
The clever singer that the kind girl that the tall doctor greeted saw spoke softly this morning.,2,17,synthetic_center_embedding
The happy student that the kind cat that the quiet farmer watched reminded laughed loudly before noon.,2,17,synthetic_center_embedding
The quiet farmer that the clever lawyer supported walked slowly near the station.,1,13,synthetic_center_embedding
The clever driver that the quiet engineer that the artist that the young child that the nervous farmer supported recognized visited chased arrived early.,4,24,synthetic_center_embedding
The old boy that the curious father that the nervous father admired chased walked slowly at the office.,2,18,synthetic_center_embedding
The old neighbor that the quiet mother admired rested briefly yesterday.,1,11,synthetic_center_embedding
The angry manager that the quiet singer called read carefully during class.,1,12,synthetic_center_embedding
The curious engineer worked quietly at the office.,0,8,synthetic_center_embedding
The curious actor read carefully at the office.,0,8,synthetic_center_embedding
The clever doctor that the clever child that the happy lawyer that the clever scientist watched thanked helped cried suddenly after dinner.,3,22,synthetic_center_embedding
The quiet farmer that the old cat that the old father informed visited sat calmly after dinner.,2,17,synthetic_center_embedding
The old scientist that the serious engineer visited read carefully in the garden.,1,13,synthetic_center_embedding
The nervous mother stood silently during class.,0,7,synthetic_center_embedding
The angry manager spoke softly at night.,0,7,synthetic_center_embedding
The serious singer that the kind actor that the nervous manager that the happy lawyer recognized encouraged watched stood silently in the garden.,3,23,synthetic_center_embedding
The happy scientist that the tall girl that the young teacher followed watched smiled warmly in the garden.,2,18,synthetic_center_embedding
The tall farmer that the girl watched ran away this morning.,1,11,synthetic_center_embedding
The nervous neighbor that the young dog that the angry engineer that the young father that the kind boy that the kind engineer recognized questioned informed questioned warned stood silently before noon.,5,32,synthetic_center_embedding
The angry scientist that the serious cat that the old scientist that the clever artist recognized met thanked sat calmly after dinner.,3,22,synthetic_center_embedding
The happy teacher that the manager that the clever girl chased reminded sat calmly during class.,2,16,synthetic_center_embedding
The manager that the old child that the clever scientist warned informed read carefully after dinner.,2,16,synthetic_center_embedding
The nervous manager that the tall mother that the father that the young driver blamed reminded helped sat calmly in the garden.,3,22,synthetic_center_embedding
The quiet engineer smiled warmly this morning.,0,7,synthetic_center_embedding
The angry artist that the tall student praised listened closely during class.,1,12,synthetic_center_embedding
The angry farmer spoke softly.,0,5,synthetic_center_embedding
The happy teacher that the angry actor reminded sat calmly at night.,1,12,synthetic_center_embedding
The clever cat that the angry engineer that the cat that the happy actor that the nervous cat encouraged warned informed praised sat calmly at the office.,4,27,synthetic_center_embedding
The happy engineer that the clever scientist that the tall engineer chased helped smiled warmly during class.,2,17,synthetic_center_embedding
The curious doctor cried suddenly at the office.,0,8,synthetic_center_embedding
The quiet singer that the tall boy that the nervous artist that the young student that the clever scientist supported helped called helped stood silently after dinner.,4,27,synthetic_center_embedding
The serious teacher that the angry neighbor that the quiet scientist that the angry dog that the serious dog praised watched chased questioned ran away before noon.,4,27,synthetic_center_embedding
The happy driver that the curious boy that the old lawyer questioned visited rested briefly this morning.,2,17,synthetic_center_embedding
The clever lawyer that the old neighbor praised slept peacefully yesterday.,1,11,synthetic_center_embedding
The nervous manager arrived early after dinner.,0,7,synthetic_center_embedding
The angry boy sat calmly in the garden.,0,8,synthetic_center_embedding
The nervous teacher rested briefly at the office.,0,8,synthetic_center_embedding
The happy singer that the clever engineer that the happy student that the tall artist thanked recognized praised slept peacefully this morning.,3,22,synthetic_center_embedding
The clever cat listened closely at night.,0,7,synthetic_center_embedding
The happy dog that the nervous dog admired spoke softly this morning.,1,12,synthetic_center_embedding
The young teacher spoke softly at the office.,0,8,synthetic_center_embedding
The serious actor laughed loudly near the station.,0,8,synthetic_center_embedding
The angry engineer that the curious father informed rested briefly before noon.,1,12,synthetic_center_embedding
The serious doctor that the old farmer that the serious artist that the old child that the angry actor that the angry cat informed recognized recognized watched visited walked slowly near the station.,5,33,synthetic_center_embedding
The curious dog spoke softly during class.,0,7,synthetic_center_embedding
The serious farmer that the angry driver that the curious mother that the curious singer that the curious student that the serious scientist chased praised reminded recognized reminded slept peacefully in the garden.,5,33,synthetic_center_embedding
The old cat that the kind farmer that the young manager reminded admired sat calmly at the office.,2,18,synthetic_center_embedding
The curious driver that the quiet student that the young actor that the happy doctor recognized met reminded sat calmly.,3,20,synthetic_center_embedding
The serious child worked quietly in the garden.,0,8,synthetic_center_embedding
The old boy that the young actor that the serious boy that the kind student that the old driver praised greeted called saw listened closely near the station.,4,28,synthetic_center_embedding
The curious boy that the quiet father watched waited outside yesterday.,1,11,synthetic_center_embedding
The young scientist that the father that the quiet lawyer met saw stood silently near the station.,2,17,synthetic_center_embedding
The serious boy that the kind father that the nervous actor visited thanked laughed loudly this morning.,2,17,synthetic_center_embedding
The serious manager cried suddenly this morning.,0,7,synthetic_center_embedding
The nervous teacher laughed loudly before noon.,0,7,synthetic_center_embedding
The artist read carefully.,0,4,synthetic_center_embedding
The clever boy that the quiet student that the serious student called visited rested briefly during class.,2,17,synthetic_center_embedding
